Seed	Alfa	Number_of_Random_Monitors	Total_Identifiable_Links	MatrixRank	TotalCost	Monitor_Limit	Brute_Force_Max_Identified_Links	Brute_Force_Monitors	Greedy_Identified_Links	Greedy_Cost	Greedy_Rank_Indentified_Links	Greedy_Rank_Cost	ILP_identified_Links	ILP_Monitors	LP_relaxation_identified_Links	LP_relaxation_Monitors	MinProbMonitors	RMin	Cost	Identifiable_Links_MinProb	MinimumMonitors	MinProbLen	CostMinMon	Identifiable_Links_MinProb_MinMon	MaxRank_Alg2	MaxRankMonitors_Alg2	MaxRankProbNum_Alg2	MaxRankProbCost_Alg2	MaxRankLimitCost_Alg2	MaxRnak_Identifiable_Links_Alg2	MaxRank_Alg1	MaxRankMonitors_Alg1	MaxRankProbNum_Alg1	MaxRankProbCost_Alg1	MaxRankLimitCost_Alg1	MaxRank_IdentifiableLinks_Alg1	Rank_of_MinMonMaxRank	NumMon_MinMonMaxRank	NumProbes_MinMonMaxRank	Identifiable_Links_MinMon_MaxRank	NumberofNodes	NumberofEdges
120		1.2		9		14		14		750.0		9		0		0		2		13.0		14		402.0		0		0		0		0		9		14		170.0		14		9		14		170.0		0		5		6		5		10.0		10		5		2		4		2		6.0		0		2		13		8		13		13		825		1018
121		1.2		9		21		21		1237.0		9		0		0		2		15.0		21		631.0		0		0		0		0		9		21		425.0		21		9		21		425.0		0		5		7		5		10.0		10		5		2		4		2		8.0		0		2		18		8		18		18		825		1018
122		1.2		9		10		10		491.0		9		0		0		3		15.0		10		208.0		0		0		0		0		9		10		105.0		10		9		10		105.0		0		5		6		5		10.0		10		5		2		4		2		8.0		0		2		8		8		8		8		825		1018
123		1.2		9		11		11		555.0		9		0		0		2		17.0		11		198.0		0		0		0		0		9		11		126.0		11		9		11		126.0		0		5		6		5		8.0		10		2		2		4		2		8.0		0		2		10		8		10		10		825		1018
124		1.2		9		17		17		763.0		9		0		0		2		14.0		17		545.0		0		0		0		0		9		17		232.0		17		9		17		232.0		0		5		7		5		10.0		10		5		2		4		2		8.0		0		2		16		8		16		16		825		1018
125		1.2		9		23		23		1249.0		9		0		0		2		13.0		23		640.0		0		0		0		0		9		23		437.0		23		9		23		437.0		0		5		6		5		10.0		10		5		2		4		2		8.0		0		2		18		8		18		18		825		1018
126		1.2		9		17		17		496.0		9		0		0		2		13.0		17		394.0		0		0		0		0		9		17		176.0		17		9		17		176.0		0		5		7		5		10.0		10		5		2		4		2		8.0		0		2		14		8		14		14		825		1018
127		1.2		9		18		18		526.0		9		0		0		1		13.0		18		284.0		0		0		0		0		9		18		196.0		18		9		18		196.0		0		4		5		4		8.0		10		2		1		2		1		5.0		0		1		15		8		15		15		825		1018
128		1.2		9		20		20		568.0		9		0		0		2		16.0		20		468.0		0		0		0		0		9		20		242.0		20		9		20		242.0		0		5		5		5		10.0		10		4		2		4		2		9.0		0		2		17		8		17		17		825		1018
129		1.2		9		17		17		1338.0		9		0		0		2		10.0		17		734.0		0		0		0		0		9		17		379.0		17		9		17		379.0		0		6		7		6		10.0		10		5		3		5		3		10.0		0		3		16		8		16		16		825		1018
120		1.0		9		14		14		750.0		9		0		0		5		41.0		14		402.0		0		0		0		0		9		14		170.0		14		9		14		170.0		0		8		7		8		40.0		40		8		5		6		5		30.0		0		5		13		8		13		13		825		1018
121		1.0		9		21		21		1237.0		9		0		0		5		40.0		21		631.0		0		0		0		0		9		21		425.0		21		9		21		425.0		0		9		9		9		40.0		40		9		6		7		6		40.0		0		6		18		8		18		18		825		1018
122		1.0		9		10		10		491.0		9		0		0		5		45.0		10		208.0		0		0		0		0		9		10		105.0		10		9		10		105.0		0		8		9		8		40.0		40		8		5		6		5		34.0		0		5		8		8		8		8		825		1018
123		1.0		9		11		11		555.0		9		0		0		2		49.0		11		198.0		0		0		0		0		9		11		126.0		11		9		11		126.0		0		8		7		8		40.0		40		8		5		6		5		38.0		0		2		10		8		10		10		825		1018
124		1.0		9		17		17		763.0		9		0		0		6		44.0		17		545.0		0		0		0		0		9		17		232.0		17		9		17		232.0		0		9		7		9		40.0		40		8		6		7		6		36.0		0		6		16		8		16		16		825		1018
125		1.0		9		23		23		1249.0		9		0		0		7		45.0		23		640.0		0		0		0		0		9		23		437.0		23		9		23		437.0		0		10		7		10		40.0		40		9		7		6		7		38.0		0		7		18		8		18		18		825		1018
126		1.0		9		17		17		496.0		9		0		0		7		45.0		17		364.0		0		0		0		0		9		17		176.0		17		9		17		176.0		0		10		8		10		40.0		40		10		7		7		7		38.0		0		7		14		8		14		14		825		1018
127		1.0		9		18		18		526.0		9		0		0		4		47.0		18		284.0		0		0		0		0		9		18		196.0		18		9		18		196.0		0		8		6		8		40.0		40		8		5		5		5		36.0		0		3		15		8		15		15		825		1018
128		1.0		9		20		20		568.0		9		0		0		5		48.0		20		468.0		0		0		0		0		9		20		242.0		20		9		20		242.0		0		9		7		9		40.0		40		7		6		5		6		39.0		0		5		17		8		17		17		825		1018
129		1.0		9		17		17		1338.0		9		0		0		6		43.0		17		734.0		0		0		0		0		9		17		379.0		17		9		17		379.0		0		9		8		9		40.0		40		6		6		7		6		33.0		0		5		16		8		16		16		825		1018
